384plate	384well	96plate	96well	POOLID	siRNAIDs	OriginalGeneTarget	OriginalGeneIDTarget	OriginalRefSeqTarget	OriginalLocusLinkTarget	CalculatedGeneTarget	CalculatedGeneIDTarget	CalculatedRefSeqTarget	CalculatedRefSeqHits
34	N09	47	G05	M-013206-00	D-013206-01&D-013206-02&D-013206-03&D-013206-04	MRPL35	51318	NM_016622	22035591	MRPL35	51318	NM_016622+NM_145644	4+4
34	N10	48	G05	M-016969-00	D-016969-01&D-016969-02&D-016969-03&D-016969-04	C6ORF55	51534	NM_016485	21361740	VTA1	51534	NM_016485	4
34	N11	47	G06	M-020548-00	D-020548-01&D-020548-02&D-020548-03&D-020548-04	MGC12197	51319	NM_016625	38488726	RSRC1	51319	NM_016625	4
34	N12	48	G06	M-021306-00	D-021306-01&D-021306-02&D-021306-03&D-021306-04	PPHLN1	51535	NM_016488	48255928	PPHLN1	51535	NM_201438+NM_201515+NM_201439+NM_201440+NM_016488	4+4+4+4+4
34	N13	47	G07	M-006989-00	D-006989-01&D-006989-02&D-006989-03&D-006989-04	RKHD2	51320	NM_016626	39545576	MEX3C	51320	NM_016626	4
34	N14	48	G07	M-021196-00	D-021196-01&D-021196-02&D-021196-03&D-021196-04	HSPC242	51537	NM_016498	24475985	MTP18	51537	NM_001003704+NM_016498	3+3
34	N15	47	G08	M-010207-00	D-010207-01&D-010207-02&D-010207-03&D-010207-04	LOC51321	51321	NM_016627	7706167	AMZ2	51321	NM_001033569+NM_001033571+NM_001033574+NM_001033570+NM_001033572+NM_016627	4+4+4+4+4+4
34	N16	48	G08	M-016869-00	D-016869-01&D-016869-02&D-016869-03&D-016869-04	PS1D	51538	NM_016505	21361575	ZCCHC17	51538	NM_016505	4
34	N17	47	G09	M-013325-00	D-013325-01&D-013325-02&D-013325-03&D-013325-04	WAC	51322	NM_016628	18379327	WAC	51322	NM_100264+NM_016628+NM_100486	4+4+4
34	N18	48	G09	M-017175-00	D-017175-01&D-017175-02&D-017175-03&D-017175-04	SCLY	51540	NM_016510	39725671	SCLY	51540	NM_016510	4
34	N19	47	G10	M-013476-00	D-013476-01&D-013476-02&D-013476-03&D-013476-04	SPG21	51324	NM_016630	42544234	SPG21	51324	NM_016630	4
34	N20	48	G10	M-021174-00	D-021174-01&D-021174-02&D-021174-03&D-021174-04	VPS54	51542	NM_016516	7705396	VPS54	51542	NM_016516+NM_001005739	4+4
34	N21	47	G11	M-020667-00	D-020667-01&D-020667-02&D-020667-03&D-020667-04	LOC51326	51326	NM_016632	7706177	ARL17	641522	NM_001103154+NM_001039083	2+1
34	N22	48	G11	M-021158-00	D-021158-01&D-021158-02&D-021158-03&D-021158-04	ZNF581	51545	NM_016535	24475987	ZNF581	51545	NM_016535	4
34	N23	47	G12	M-020729-00	D-020729-01&D-020729-02&D-020729-03&D-020729-04	ERAF	51327	NM_016633	7706179	ERAF	51327	NM_016633	4
34	N24	48	G12	M-007774-00	D-007774-01&D-007774-02&D-007774-03&D-007774-04	SIRT7	51547	NM_016538	7706711	LOC644124&SIRT7	644124&51547	XR_017531&NM_016538	4&4
34	O01	45	H01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	O02	46	H01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	O03	45	H02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	O04	46	H02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	O05	45	H03	M-020947-00	D-020947-01&D-020947-02&D-020947-03&D-020947-04	LOC51057	51057	NM_015910	24475964	LOC51057	51057	NM_015910+NM_001042692	4+4
34	O06	46	H03	M-021092-00	D-021092-01&D-021092-02&D-021092-03&D-021092-04	SS18L2	51188	NM_016305	10047103	SS18L2	51188	NM_016305	4
34	O07	45	H04	M-020950-00	D-020950-01&D-020950-02&D-020950-03&D-020950-04	LOC51058	51058	NM_015911	24475961	ZNF691	51058	NM_015911	4
34	O08	46	H04	M-006984-00	D-006984-01&D-006984-02&D-006984-03&D-006984-04	ZNF639	51193	NM_016331	7705934	ZNF639	51193	NM_016331	4
34	O09	45	H05	M-020955-00	D-020955-01&D-020955-02&D-020955-03&D-020955-04	LOC51059	51059	NM_015912	24475966	FAM135B	51059	NM_015912	4
34	O10	46	H05	M-015397-00	D-015397-01&D-015397-02&D-015397-03&D-015397-04	IPO11	51194	NM_016338	39725949	IPO11	51194	NM_016338	4
34	O11	45	H06	M-009913-00	D-009913-01&D-009913-02&D-009913-03&D-009913-04	TXNDC12	51060	NM_015913	23943808	TXNDC12	51060	NM_015913	4
34	O12	46	H06	M-004201-00	D-004201-01&D-004201-02&D-004201-03&D-004201-04	PLCE1	51196	NM_016341	19923454	PLCE1	51196	NM_016341	4
34	O13	45	H07	M-016755-00	D-016755-01&D-016755-02&D-016755-03&D-016755-04	TXNDC11	51061	NM_015914	46048178	TXNDC11	51061	NM_015914	3
34	O14	46	H07	M-019133-00	D-019133-01&D-019133-02&D-019133-03&D-019133-04	NIN	51199	NM_016350	33946312	NIN	51199	NM_182946+NM_182944+NM_016350+NM_020921	4+4+4+4
34	O15	45	H08	M-016818-00	D-016818-01&D-016818-02&D-016818-03&D-016818-04	FAM26B	51063	NM_015916	39725697	FAM26B	51063	NM_015916	4
34	O16	46	H08	M-005818-00	D-005818-01&D-005818-02&D-005818-03&D-005818-04	CPA4	51200	NM_016352	10047105	CPA4	51200	NM_016352	4
34	O17	45	H09	M-020713-00	D-020713-01&D-020713-02&D-020713-03&D-020713-04	HSPC157	29092	NM_014179	7661813	LOC100128919	LOC100128919	XR_038890+XR_038986+XR_038476	4+4+4
34	O18	46	H09	M-018402-00	D-018402-01&D-018402-02&D-018402-03&D-018402-04	ZDHHC2	51201	NM_016353	31377763	ZDHHC2	51201	NM_016353	4
34	O19	45	H10	M-020958-00	D-020958-01&D-020958-02&D-020958-03&D-020958-04	GSTK1	373156	NM_015917	7705703	GSTK1	373156	NM_015917	4
34	O20	46	H10	M-016299-00	D-016299-01&D-016299-02&D-016299-03&D-016299-04	DDX47	51202	NM_016355	41327774	DDX47	51202	NM_201224+NM_016355	4+4
34	O21	45	H11	M-013709-00	D-013709-01&D-013709-02&D-013709-03&D-013709-04	FHOD1	29109	NM_013241	7019374	FHOD1	29109	NM_013241	4
34	O22	46	H11	M-017708-00	D-017708-01&D-017708-02&D-017708-03&D-017708-04	LOC51204	51204	NM_016360	27545314	CCDC44	51204	NM_016360	4
34	O23	45	H12	M-020940-00	D-020940-01&D-020940-02&D-020940-03&D-020940-04	PRH	51052	NM_015893	7705679	PRLH	51052	NM_015893	4
34	O24	46	H12	M-021104-00	D-021104-01&D-021104-02&D-021104-03&D-021104-04	CLDN18	51208	NM_016369	7705960	CLDN18	51208	NM_016369+NM_001002026	4+3
34	P01	47	H01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	P02	48	H01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	P03	47	H02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	P04	48	H02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	P05	47	H03	M-020903-00	D-020903-01&D-020903-02&D-020903-03&D-020903-04	SPTBN5	51332	NM_016642	7706189	SPTBN5	51332	NM_016642	4
34	P06	48	H03	M-013306-00	D-013306-01&D-013306-02&D-013306-03&D-013306-04	SIRT6	51548	NM_016539	7706709	SIRT6	51548	NM_016539	4
34	P07	47	H04	M-006990-00	D-006990-01&D-006990-02&D-006990-03&D-006990-04	LOC51333	51333	NM_016643	7706191	ZNF771	51333	NM_016643	4
34	P08	48	H04	M-009934-00	D-009934-01&D-009934-02&D-009934-03&D-009934-04	RAB14	51552	NM_016322	19923482	RAB14	51552	NM_016322	4
34	P09	47	H05	M-020347-00	D-020347-01&D-020347-02&D-020347-03&D-020347-04	LOC51334	51334	NM_016644	7706193	PRR16	51334	NM_016644	4
34	P10	48	H05	M-021130-00	D-021130-01&D-021130-02&D-021130-03&D-021130-04	PEX5L	51555	NM_016559	7706670	PEX5L	51555	NM_016559	4
34	P11	47	H06	M-020257-00	D-020257-01&D-020257-02&D-020257-03&D-020257-04	NEUGRIN	51335	NM_016645	49574506	NGRN	51335	NM_016645+NM_001033088	4+4
34	P12	48	H06	M-021096-00	D-021096-01&D-021096-02&D-021096-03&D-021096-04	TU12B1-TY	51559	NM_016575	7706748	NT5DC3	51559	NM_001031701+NM_016575	4+4
34	P13	47	H07	M-017214-00	D-017214-01&D-017214-02&D-017214-03&D-017214-04	MS4A4A	51338	NM_024021	20070327	MS4A4A	51338	NM_024021+NM_148975	4+4
34	P14	48	H07	M-007975-00	D-007975-01&D-007975-02&D-007975-03&D-007975-04	IL23A	51561	NM_016584	28144902	IL23A	51561	NM_016584	4
34	P15	47	H08	M-019013-00	D-019013-01&D-019013-02&D-019013-03&D-019013-04	CRNKL1	51340	NM_016652	30795219	CRNKL1	51340	NM_016652	4
34	P16	48	H08	M-013326-00	D-013326-01&D-013326-02&D-013326-03&D-013326-04	ARMCX3	51566	NM_016607	47578119	ARMCX3	51566	NM_177947+NM_016607+NM_177948	4+4+4
34	P17	47	H09	M-020833-00	D-020833-01&D-020833-02&D-020833-03&D-020833-04	H-PLK	51351	NM_015852	7705388	ZNF117	51351	NM_015852	4
34	P18	48	H09	M-021005-00	D-021005-01&D-021005-02&D-021005-03&D-021005-04	UFM1	51569	NM_016617	7705299	UFM1&LOC729835&LOC729835&LOC729835	51569&729835&LOC729835&732011	NM_016617&XR_016020&XR_037205&XR_016052	4&1&1&1
34	P19	47	H10	M-016845-00	D-016845-01&D-016845-02&D-016845-03&D-016845-04	HOOK1	51361	NM_015888	34147678	HOOK1	51361	NM_015888	4
34	P20	48	H10	M-018403-00	D-018403-01&D-018403-02&D-018403-03&D-018403-04	ORMDL1	94101	NM_016467	31377759	ORMDL1	94101	NM_016467	4
34	P21	47	H11	M-013213-00	D-013213-01&D-013213-02&D-013213-03&D-013213-04	CDC40	51362	NM_015891	38570087	CDC40	51362	NM_015891	4
34	P22	48	H11	M-021068-00	D-021068-01&D-021068-02&D-021068-03&D-021068-04	ZNF580	51157	NM_016202	46361973	ZNF580	51157	NM_016202+NM_207115	4+4
34	P23	47	H12	M-003960-00	D-003960-01&D-003960-02&D-003960-03&D-003960-04	GALNAC4S-6ST	51363	NM_014863	7662195	GALNAC4S-6ST	51363	NM_015892	4
34	P24	48	H12	M-005898-01	D-005898-05&D-005898-06&D-005898-07&D-005898-08	HUMRTVLH3	51354	NM_015860	32698715	psiTPTE22	387590	NR_001591	3
35	A01	49	A01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	A02	50	A01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	A03	49	A02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	A04	50	A02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	A05	49	A03	M-017972-00	D-017972-01&D-017972-02&D-017972-03&D-017972-04	FAM49B	51571	NM_016623	31542210	FAM49B	51571	NM_016623	4
35	A06	50	A03	M-008858-00	D-008858-01&D-008858-02&D-008858-03&D-008858-04	NUDT9	53343	NM_024047	37594462	NUDT9	53343	NM_024047+NM_198038	4+4
35	A07	49	A04	M-009233-00	D-009233-01&D-009233-02&D-009233-03&D-009233-04	MIR16	51573	NM_016641	39753954	GDE1	51573	NM_016641	4
35	A08	50	A04	M-014229-00	D-014229-01&D-014229-02&D-014229-03&D-014229-04	TM6SF1	53346	NM_023003	13194198	TM6SF1	53346	NM_023003	4
35	A09	49	A05	M-020996-00	D-020996-01&D-020996-02&D-020996-03&D-020996-04	HDCMA18P	51574	NM_016648	7705400	LARP7	51574	NM_015454+NM_016648	4+4
35	A10	50	A05	M-013086-00	D-013086-01&D-013086-02&D-013086-03&D-013086-04	ZFYVE1	53349	NM_021260	30795179	ZFYVE1	53349	NM_178441+NM_021260	4+4
35	A11	49	A06	M-015235-00	D-015235-01&D-015235-02&D-015235-03&D-015235-04	C20ORF6	51575	NM_016649	22507381	ESF1	51575	NM_016649	4
35	A12	50	A06	M-017570-00	D-017570-01&D-017570-02&D-017570-03&D-017570-04	NUP54	53371	NM_017426	26051236	NUP54	53371	NM_017426	4
35	A13	49	A07	M-008552-00	D-008552-01&D-008552-02&D-008552-03&D-008552-04	OAZIN	51582	NM_015878	22538416	AZIN1	51582	NM_015878+NM_148174	4+4
35	A14	50	A07	M-010710-00	D-010710-01&D-010710-02&D-010710-03&D-010710-04	TPCN1	53373	NM_017901	29725621	TPCN1	53373	NM_017901	4
35	A15	49	A08	M-015381-00	D-015381-01&D-015381-02&D-015381-03&D-015381-04	PCF11	51585	NM_015885	33620744	PCF11	51585	NM_015885	4
35	A16	50	A08	M-020624-00	D-020624-01&D-020624-02&D-020624-03&D-020624-04	STX18	53407	NM_016930	39725935	STX18	53407	NM_016930	4
35	A17	49	A09	M-017015-00	D-017015-01&D-017015-02&D-017015-03&D-017015-04	PCQAP	51586	NM_015889	21312133	MED15	51586	NM_001003891+NM_015889	4+4
35	A18	50	A09	M-013403-00	D-013403-01&D-013403-02&D-013403-03&D-013403-04	BCMO1	53630	NM_017429	8393364	BCMO1	53630	NM_017429	4
35	A19	49	A10	M-019234-00	D-019234-01&D-019234-02&D-019234-03&D-019234-04	ARS2	51593	NM_015908	33383230	ARS2	51593	NM_182800+NM_015908	4+4
35	A20	50	A10	M-005210-00	D-005210-01&D-005210-02&D-005210-03&D-005210-04	PTOV1	53635	NM_017432	33695089	PTOV1	53635	NM_017432	4
35	A21	49	A11	M-020986-00	D-020986-01&D-020986-02&D-020986-03&D-020986-04	NAG	51594	NM_015909	41393546	NAG	51594	NM_015909	4
35	A22	50	A11	M-021244-00	D-021244-01&D-021244-02&D-021244-03&D-021244-04	DSCR6	53820	NM_018962	9506556	DSCR6	53820	NM_018962	4
35	A23	49	A12	M-020978-00	D-020978-01&D-020978-02&D-020978-03&D-020978-04	C6ORF82	51596	NM_015921	7706243	CUTA	51596	NM_001014433+NM_001014840+NM_015921+NM_001014838+NM_001014837	4+4+4+4+4
35	A24	50	A12	M-013056-00	D-013056-01&D-013056-02&D-013056-03&D-013056-04	FXYD7	53822	NM_022006	11612658	FXYD7	53822	NM_022006	4
35	B01	51	A01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	B02	52	A01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	B03	51	A02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	B04	52	A02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	B05	51	A03	M-015713-00	D-015713-01&D-015713-02&D-015713-03&D-015713-04	DGCR8	54487	NM_022720	38488719	DGCR8	54487	NM_022720	4
35	B06	52	A03	M-009927-00	D-009927-01&D-009927-02&D-009927-03&D-009927-04	OTUD4	54726	NM_017493	32307178	OTUD4	54726	NM_199324+NM_001102653+NM_017493	4+4+4
35	B07	51	A04	M-015187-00	D-015187-01&D-015187-02&D-015187-03&D-015187-04	UGT2B28	54490	NM_053039	16596679	UGT2B28&UGT2B11	54490&10720	NM_053039&NM_001073	4&1
35	B08	52	A04	M-007924-00	D-007924-01&D-007924-02&D-007924-03&D-007924-04	TMED9	54732	NM_017510	39725635	TMED9	54732	NM_017510	4
35	B09	51	A05	M-020519-00	D-020519-01&D-020519-02&D-020519-03&D-020519-04	FLJ11127	54491	NM_019018	9506640	FAM105A	54491	NM_019018	4
35	B10	52	A05	M-018216-00	D-018216-01&D-018216-02&D-018216-03&D-018216-04	SLC35F2	54733	NM_017515	34222328	SLC35F2	54733	NM_017515	4
35	B11	51	A06	M-020517-00	D-020517-01&D-020517-02&D-020517-03&D-020517-04	FLJ20010	54494	NM_019021	9506646	C11orf71	54494	NM_019021	4
35	B12	52	A06	M-026511-00	D-026511-01&D-026511-02&D-026511-03&D-026511-04	RAB39	54734	NM_017516	39930370	RAB39	54734	NM_017516	4
35	B13	51	A07	M-020944-00	D-020944-01&D-020944-02&D-020944-03&D-020944-04	TXNDC10	54495	NM_019022	38505221	TXNDC10	54495	NM_019022	4
35	B14	52	A07	M-021680-00	D-021680-01&D-021680-02&D-021680-03&D-021680-04	HSMPP8	54737	NM_017520	41055988	MPHOSPH8	54737	NM_017520	4
35	B15	51	A08	M-010160-00	D-010160-01&D-010160-02&D-010160-03&D-010160-04	PRMT7	54496	NM_019023	9506614	PRMT7	54496	NM_019023	4
35	B16	52	A08	M-020214-00	D-020214-01&D-020214-02&D-020214-03&D-020214-04	FEV	54738	NM_017521	8923788	FEV	54738	NM_017521	4
35	B17	51	A09	M-022657-00	D-022657-01&D-022657-02&D-022657-03&D-022657-04	KIAA1414	54497	XM_042685	37546881	HEATR5B	54497	NM_019024	4
35	B18	52	A09	M-013771-00	D-013771-01&D-013771-02&D-013771-03&D-013771-04	LY6K	54742	NM_017527	40068041	LY6K	54742	NM_017527	4
35	B19	51	A10	M-009493-00	D-009493-01&D-009493-02&D-009493-03&D-009493-04	SMOX	54498	NM_019025	28559072	SMOX	54498	NM_175841+NM_175840+NM_175839+NM_175842	4+4+4+4
35	B20	52	A10	M-020243-00	D-020243-01&D-020243-02&D-020243-03&D-020243-04	DKFZP566H0824	54744	NM_017535	8922158	DKFZp566H0824	DKFZp566H0824	XR_041383+XR_041384+XR_041382	3+3+3
35	B21	51	A11	M-013757-00	D-013757-01&D-013757-02&D-013757-03&D-013757-04	LOC54499	54499	NM_019026	24308132	TMCO1	54499	NM_019026	4
35	B22	52	A11	M-013378-00	D-013378-01&D-013378-02&D-013378-03&D-013378-04	EPDR1	54749	NM_017549	24475585	EPDR1	54749	NM_017549	4
35	B23	51	A12	M-020512-00	D-020512-01&D-020512-02&D-020512-03&D-020512-04	FLJ20273	54502	NM_019027	9506670	RBM47	54502	NM_001098634+NM_019027	4+4
35	B24	52	A12	M-013772-00	D-013772-01&D-013772-02&D-013772-03&D-013772-04	FBLP-1	54751	NM_017556	30794491	FBLIM1	54751	NM_017556+NM_001024215+NM_001024216	4+4+3
35	C01	49	B01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	C02	50	B01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	C03	49	B02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	C04	50	B02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	C05	49	B03	M-008405-00	D-008405-01&D-008405-02&D-008405-03&D-008405-04	LIPT1	51601	NM_015929	21729874	LIPT1	51601	NM_145198+NM_145196+NM_015929+NM_145199+NM_145197	4+4+4+4+4
35	C06	50	B03	M-013055-00	D-013055-01&D-013055-02&D-013055-03&D-013055-04	FXYD6	53826	NM_022003	11612654	FXYD6&FXYD8	53826&406875	NM_022003&NM_001099278	4&1
35	C07	49	B04	M-017973-00	D-017973-01&D-017973-02&D-017973-03&D-017973-04	NOP5/NOP58	51602	NM_015934	34222329	NOP5/NOP58	51602	NM_015934	4
35	C08	50	B04	M-003670-02	D-003670-01&D-003670-02&D-003670-04&D-003670-06	FXYD5	53827	NM_014164	47778936	FXYD5	53827	NM_014164+NM_144779	4+4
35	C09	49	B05	M-015132-00	D-015132-01&D-015132-02&D-015132-03&D-015132-04	CGI-01	51603	NM_014955	42542404	KIAA0859	51603	NM_014955+NM_015935+NM_001007239	4+4+3
35	C10	50	B05	M-017419-00	D-017419-01&D-017419-02&D-017419-03&D-017419-04	FXYD4	53828	NM_173160	27764903	FXYD4	53828	NM_173160	4
35	C11	49	B06	M-003691-00	D-003691-01&D-003691-02&D-003691-03&D-003691-04	PIGT	51604	NM_015937	23397652	PIGT	51604	NM_015937	4
35	C12	50	B06	M-014035-00	D-014035-01&D-014035-02&D-014035-03&D-014035-04	C11ORF24	53838	NM_022338	11641238	C11orf24	53838	NM_022338	4
35	C13	49	B07	M-017324-00	D-017324-01&D-017324-02&D-017324-03&D-017324-04	CGI-09	51605	NM_015939	29244922	TRMT6	51605	NM_015939	4
35	C14	50	B07	M-006997-00	D-006997-01&D-006997-02&D-006997-03&D-006997-04	TRIM34	53840	NM_021616	18641341	TRIM34&TRIM6-TRIM34	53840&445372	NM_001003827+NM_130389+NM_021616+NM_130390&NM_001003819	4+4+4+4&4
35	C15	49	B08	M-020967-00	D-020967-01&D-020967-02&D-020967-03&D-020967-04	C7ORF20	51608	NM_015949	38570061	C7orf20	51608	NM_015949	4
35	C16	50	B08	M-012987-00	D-012987-01&D-012987-02&D-012987-03&D-012987-04	MUCDHL	53841	NM_017717	13929441	MUPCDH	53841	NM_031264+NM_021924	4+4
35	C17	49	B09	M-020926-00	D-020926-01&D-020926-02&D-020926-03&D-020926-04	CGI-30	51611	NM_015958	7706271	DPH5	51611	NM_001077395+NM_001077394+NM_015958	4+4+4
35	C18	50	B09	M-028307-00	D-028307-01&D-028307-02&D-028307-03&D-028307-04	CLDN22	53842	XM_210581	37540418	CLDN22&WWC2&CLDN22&LOC100132463	53842&80014&CLDN22&LOC100132463	XM_940253+XM_926796&NM_024949&XM_001723535&XM_001714660+XM_001716940+XM_001716970	4+4&4&4&2+2+2
35	C19	49	B10	M-020898-00	D-020898-01&D-020898-02&D-020898-03&D-020898-04	SDBCAG84	51614	NM_015966	38327613	ERGIC3	51614	NM_198398+NM_015966	4+4
35	C20	50	B10	M-008126-00	D-008126-01&D-008126-02&D-008126-03&D-008126-04	DUOX1	53905	NM_017434	28872749	DUOX1	53905	NM_175940+NM_017434	4+4
35	C21	49	B11	M-008848-00	D-008848-01&D-008848-02&D-008848-03&D-008848-04	HMP19	51617	NM_015980	34222326	HMP19	51617	NM_015980	4
35	C22	50	B11	M-008828-00	D-008828-01&D-008828-02&D-008828-03&D-008828-04	RAB24	53917	NM_130781	18640747	RAB24	53917	NM_001031677+NM_130781	4+4
35	C23	49	B12	M-021482-00	D-021482-01&D-021482-02&D-021482-03&D-021482-04	C7ORF28A	51622	NM_015622	37674282	C7orf28B&C7orf28A&C7orf28B	221960&51622&C7orf28B	NM_198097&NM_015622&XM_001720226	4&4&1
35	C24	50	B12	M-019068-00	D-019068-01&D-019068-02&D-019068-03&D-019068-04	PELO	53918	NM_015946	31880782	PELO	53918	NM_015946	4
35	D01	51	B01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	D02	52	B01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	D03	51	B02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	D04	52	B02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	D05	51	B03	M-020510-00	D-020510-01&D-020510-02&D-020510-03&D-020510-04	ZDHHC13	54503	NM_019028	9506622	ZDHHC13	54503	NM_019028+NM_001001483	4+3
35	D06	52	B03	M-020530-00	D-020530-01&D-020530-02&D-020530-03&D-020530-04	DKFZP434H2215	54752	NM_017559	8922137	FNDC8	54752	NM_017559	4
35	D07	51	B04	M-005828-00	D-005828-01&D-005828-02&D-005828-03&D-005828-04	CPVL	54504	NM_019029	22027515	CPVL	54504	NM_031311+NM_019029	4+4
35	D08	52	B04	M-026260-00	D-026260-01&D-026260-02&D-026260-03&D-026260-04	DKFZP434I1117	54754	XM_030729	41149078	FAM22F&LOC728026&FAM22G&LOC441454&LOC728026	54754&LOC728026&441457&441454&728026	NM_017561&XM_001722899&NM_001045477&XM_499153+XM_001127088&XM_001126659	2&1&1&1+1&1
35	D09	51	B05	M-013759-00	D-013759-01&D-013759-02&D-013759-03&D-013759-04	DHX29	54505	NM_019030	26553431	DHX29	54505	NM_019030	4
35	D10	52	B05	M-007946-00	D-007946-01&D-007946-02&D-007946-03&D-007946-04	IL17RD	54756	NM_017563	24308146	IL17RD	54756	NM_001080973+NM_017563	4+4
35	D11	51	B06	M-031080-00	D-031080-01&D-031080-02&D-031080-03&D-031080-04	TSRC1	54507	NM_019032	38016903	ADAMTSL4	54507	NM_019032+NM_025008	3+2
35	D12	52	B06	M-013773-00	D-013773-01&D-013773-02&D-013773-03&D-013773-04	FAM20A	54757	NM_017565	42476034	FAM20A	54757	NM_017565	4
35	D13	51	B07	M-025114-00	D-025114-01&D-025114-02&D-025114-03&D-025114-04	HMGCLL1	54511	NM_019036	46195724	HMGCLL1	54511	NM_019036+NM_001042406	4+4
35	D14	52	B07	M-017013-00	D-017013-01&D-017013-02&D-017013-03&D-017013-04	DKFZP434G0522	54758	NM_017566	21314674	KLHDC4	54758	NM_017566	4
35	D15	51	B08	M-013760-00	D-013760-01&D-013760-02&D-013760-03&D-013760-04	EXOSC4	54512	NM_019037	9506688	EXOSC4	54512	NM_019037	4
35	D16	52	B08	M-013774-00	D-013774-01&D-013774-02&D-013774-03&D-013774-04	PCSK4	54760	NM_017573	40316916	PCSK4	54760	NM_017573	4
35	D17	51	B09	M-020495-00	D-020495-01&D-020495-02&D-020495-03&D-020495-04	TDRD4	54513	NM_019038	40789258	RNF17	56163	NM_031277	4
35	D18	52	B09	M-020545-00	D-020545-01&D-020545-02&D-020545-03&D-020545-04	DKFZP434C0328	54762	NM_017577	8922125	GRAMD1C	54762	NM_017577	4
35	D19	51	B10	M-012904-00	D-012904-01&D-012904-02&D-012904-03&D-012904-04	DDX4	54514	NM_019039	9507236	DDX4	54514	NM_024415	4
35	D20	52	B10	M-017062-00	D-017062-01&D-017062-02&D-017062-03&D-017062-04	ROPN1	54763	NM_017578	21359919	ROPN1&ROPN1B	54763&152015	NM_017578&NM_001012337	4&3
35	D21	51	B11	M-015662-00	D-015662-01&D-015662-02&D-015662-03&D-015662-04	APBB1IP	54518	NM_019043	26665876	APBB1IP	54518	NM_019043	4
35	D22	52	B11	M-009270-00	D-009270-01&D-009270-02&D-009270-03&D-009270-04	ZRANB1	54764	NM_017580	23943913	ZRANB1	54764	NM_017580	4
35	D23	51	B12	M-016945-00	D-016945-01&D-016945-02&D-016945-03&D-016945-04	FLJ10996	54520	NM_019044	21361622	CCDC93	54520	NM_019044	4
35	D24	52	B12	M-017337-00	D-017337-01&D-017337-02&D-017337-03&D-017337-04	TRIM44	54765	NM_017583	29029528	TRIM44	54765	NM_017583	4
35	E01	49	C01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	E02	50	C01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	E03	49	C02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	E04	50	C02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	E05	49	C03	M-020872-00	D-020872-01&D-020872-02&D-020872-03&D-020872-04	D2LIC	51626	NM_015522	40548417	DYNC2LI1	51626	NM_015522+NM_001012665+NM_016008	4+4+4
35	E06	50	C03	M-007436-00	D-007436-01&D-007436-02&D-007436-03&D-007436-04	SLCO1C1	53919	NM_017435	21361594	SLCO1C1	53919	NM_017435	4
35	E07	49	C04	M-007319-00	D-007319-01&D-007319-02&D-007319-03&D-007319-04	CGI-69	51629	NM_016016	7706305	SLC25A39	51629	NM_016016	4
35	E08	50	C04	M-009868-00	D-009868-01&D-009868-02&D-009868-03&D-009868-04	PPIL3	53938	NM_032472	19557632	PPIL3	53938	NM_130906+NM_131916+NM_032472	4+4+4
35	E09	49	C05	M-020770-00	D-020770-01&D-020770-02&D-020770-03&D-020770-04	LUC7L2	51631	NM_016019	7706309	LUC7L2	51631	NM_016019	4
35	E10	50	C05	M-013507-00	D-013507-01&D-013507-02&D-013507-03&D-013507-04	FTHL17	53940	NM_031894	13994243	FTHL17	53940	NM_031894	4
35	E11	49	C06	M-008553-00	D-008553-01&D-008553-02&D-008553-03&D-008553-04	OTUD6B	51633	NM_016023	40254878	OTUD6B	51633	NM_016023	4
35	E12	50	C06	M-013199-00	D-013199-01&D-013199-02&D-013199-03&D-013199-04	PCBP3	54039	NM_020528	10092616	PCBP3	54039	NM_020528	4
